identifier:ID,:LABEL,name:string,technology:string,measurement:string,timepoint:string,material_id_1:string,material_name_1:string
OSD-679_OCT_MT157_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT157_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT161_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT161_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT293_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT293_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT296_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT296_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT302_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT302_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT303_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT303_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_MT150_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT150_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT152_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT152_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT157_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT157_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT161_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT161_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT293_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT293_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT296_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT296_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT302_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT302_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_MT303_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for MT303_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT31_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT31_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT28_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT28_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT07_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT07_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT06_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT06_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT29_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT29_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT32_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT32_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT38_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT38_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT31_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT31_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT28_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT28_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT09_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT09_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT07_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT07_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT06_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT06_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT29_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT29_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT32_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT32_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT38_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT38_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT08_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT08_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT12_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT12_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT09_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT09_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT22_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT22_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT23_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT23_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT25_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT25_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT30_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT30_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT35_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT35_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT10_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT10_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT14_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT14_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT24_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT24_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT26_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT26_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT27_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT27_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT33_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT33_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT34_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT34_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT37_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT37_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT08_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT08_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT12_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT12_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT22_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT22_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT23_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT23_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT25_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT25_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT30_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT30_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT35_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT35_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT10_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT10_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT14_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT14_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT24_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT24_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT26_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT26_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT27_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT27_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT33_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT33_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT34_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT34_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT37_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT37_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT01_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT01_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT03_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT03_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT15_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT15_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT17_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT17_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT02_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT02_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT04_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT04_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT16_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT16_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT18_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT18_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT01_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT01_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT03_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT03_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT15_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT15_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT17_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT17_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT02_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT02_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT04_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT04_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT16_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT16_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT18_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT18_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT155_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT155_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT157_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT157_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT159_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT159_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT163_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT163_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT154_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT154_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT156_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT156_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT160_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT160_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT164_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT164_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT155_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT155_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT157_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT157_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT159_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT159_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT163_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT163_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT154_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT154_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT156_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT156_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT160_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT160_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT164_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT164_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT98_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT98_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT99_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT99_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT149_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT149_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT151_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT151_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT100_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT100_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT101_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT101_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT103_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT103_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT104_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT104_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT148_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT148_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT150_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT150_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT98_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT98_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT99_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT99_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT102_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT102_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT149_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT149_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT151_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT151_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT100_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT100_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT101_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT101_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT104_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT104_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT148_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT148_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT150_OS_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT150_OS,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004548,Left Eye
OSD-679_OCT_FT74_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT74_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT76_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT76_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT78_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT78_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT82_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT82_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT84_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT84_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT87_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT87_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT96_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT96_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT133_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT133_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT135_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT135_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT137_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT137_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT141_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT141_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT143_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT143_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
OSD-679_OCT_FT145_OD_End_of_Hindlimb_Unloading,Assay,Total Retinal Thickness assay for FT145_OD,Optical Coherence Tomography,Total Retinal Thickness,End_of_Hindlimb_Unloading,UBERON:0004549,Right Eye
